Country,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Happiness score,EPI.new,HLT.new,AIR.new,H2O.new,COE.new,BDH.new,Population (2020)
Singapore,82.28397324296364,99.12406393921948,85.67348292125311,97.0297229144726,86.40155287996262,45.39536754722604,0.0,75.24460033228726,54.23728813559321,78.7515006002401,70.32115171650055,92.94736842105264,23.5,22.887323943661976,5858322.0
Slovakia,79.67509471466165,79.40998994982576,95.5540652763938,75.68756040986892,63.17803524557159,43.386009436287566,94.2161699206997,73.60162451541444,69.66101694915253,57.14285714285715,50.055370985603545,70.42105263157896,52.3,90.25821596244133,5460109.0
Slovenia,84.40379936530569,83.91737541650596,94.31069188967432,85.69856889671058,95.15147845515284,50.03371300560944,77.47963915150677,78.01366069780322,82.03389830508473,63.62545018007203,54.70653377630122,73.36842105263159,46.2,92.37089201877934,2078989.0
South Africa,66.95976174142415,65.09622105472795,91.73094381841231,24.202421867105187,56.74968943409897,20.46691469105636,93.71811686777367,51.50452279859701,31.016949152542377,20.048019207683076,18.272425249169434,20.73684210526315,0.0,57.3943661971831,59436725.0
South Korea,72.40912148667375,85.25910847377554,76.90064410587536,97.57977795690675,60.12148147251125,38.29357782853491,75.61394712393741,65.1836810042459,47.45762711864406,74.30972388955583,63.344407530454035,90.3157894736842,0.0,64.7887323943662,51276977.0
Spain,78.40950734324623,82.9880333881911,93.27222860514698,91.1991193210527,69.9292686791135,38.02861347642119,66.29633520718897,75.17075872254016,63.89830508474575,80.07202881152462,75.63676633444075,96.73684210526316,63.0,93.89671361502349,46757980.0
Sri Lanka,43.77008864624894,65.18805116932876,77.2097739597745,67.98678981579002,68.23978008604013,36.505929738934995,88.31612920807407,36.14546797120178,26.779661016949156,33.13325330132053,29.67884828349945,45.78947368421052,30.2,60.68075117370893,21428970.0
Sweden,95.3815686095787,88.32026346735469,95.31278973661156,90.31904468223615,96.68880741684856,65.90091919454443,8.573087280466375,91.93280413513016,91.18644067796608,98.07923169267708,97.78516057585826,98.52631578947368,66.5,73.94366197183099,10110233.0
Switzerland,86.8922211259524,92.77172514489791,86.25219442785937,93.94939453322372,81.26476764826683,53.22444730081157,11.2571597557856,94.29573564703712,79.66101694915253,92.43697478991598,87.04318936877075,100.0,55.2,66.54929577464789,8665615.0
Tajikistan,62.12349055802311,44.97824781979716,86.52995357714762,46.42464222417766,78.49513539260474,29.73498691014105,44.43248625497655,54.8827764445265,30.847457627118644,6.2424969987995205,7.198228128460686,27.263157894736835,48.5,60.79812206572771,9573310.0
